trxn_amt,pmt_method,product_cat,qty,cust_age,cust_loc,cust_device,fraudulent,acct_age_days,trxn_hour,year,month,day
103.17,debit card,clothing,4,26,Gonzalezland,mobile,0,267,9,2024,1,1
36.97,credit card,clothing,5,25,New Samanthafurt,desktop,0,184,6,2024,3,17
198.45,bank transfer,health & beauty,1,29,New Alyssatown,tablet,0,286,13,2024,2,27
35.99,debit card,electronics,5,29,Tanyatown,tablet,0,215,1,2024,2,26
211.68,PayPal,health & beauty,1,37,Martinezport,desktop,0,178,0,2024,3,20
60.43,debit card,home & garden,3,43,South Kristenchester,mobile,0,91,8,2024,3,30
275.18,credit card,health & beauty,1,46,Perezburgh,tablet,0,53,23,2024,3,5
251.61,PayPal,home & garden,4,27,Coopermouth,mobile,0,218,18,2024,1,26
251.94,credit card,electronics,4,8,Rogerland,mobile,0,47,7,2024,2,7
179.41,PayPal,electronics,4,47,West Kyle,tablet,0,212,16,2024,4,1
394.5,debit card,home & garden,3,40,South Anne,tablet,0,123,2,2024,3,22
46.08,PayPal,electronics,5,41,Shortbury,tablet,0,182,22,2024,2,2
161.06,debit card,toys & games,3,37,Jacksonside,tablet,1,249,13,2024,1,16
99.79,credit card,electronics,5,46,Mathewsport,mobile,0,306,19,2024,1,10
191.89,PayPal,health & beauty,4,34,Joshuaview,desktop,0,228,12,2024,3,16
2708.3,bank transfer,home & garden,4,40,Port Joseph,desktop,1,261,2,2024,3,30
122.22,credit card,electronics,3,40,New Kevinstad,desktop,0,339,17,2024,2,22
95.97,credit card,toys & games,4,56,Johnfurt,tablet,0,330,9,2024,3,17
117.62,credit card,clothing,2,24,North Ashley,mobile,0,313,15,2024,2,6
35.84,PayPal,health & beauty,1,36,North Danielborough,desktop,0,54,12,2024,2,19
268.44,bank transfer,clothing,5,54,Port Marc,desktop,0,210,7,2024,3,10
1140.01,bank transfer,home & garden,3,42,New Jasonborough,mobile,1,164,19,2024,1,9
141.26,bank transfer,health & beauty,1,33,North Norma,desktop,0,102,6,2024,3,23
59.59,PayPal,toys & games,1,34,New Davidport,mobile,0,344,21,2024,2,2
267.61,PayPal,clothing,5,33,Justinport,desktop,0,328,5,2024,1,23
96.58,debit card,health & beauty,4,38,Odonnelltown,tablet,0,56,5,2024,2,10
933.3,credit card,toys & games,4,46,Acevedoberg,mobile,1,8,1,2024,1,6
114.6,credit card,toys & games,4,30,Carpenterchester,mobile,1,27,4,2024,1,5
63.49,debit card,electronics,3,13,South Johnview,mobile,0,184,2,2024,2,13
152.67,PayPal,health & beauty,3,31,Port Rebecca,desktop,0,220,6,2024,2,29
65.73,credit card,toys & games,4,29,Marquezberg,desktop,0,334,11,2024,1,15
71.11,credit card,clothing,2,44,South Patriciaport,desktop,0,61,7,2024,1,24
194.84,credit card,toys & games,2,54,Tonyland,mobile,1,132,19,2024,1,31
172.88,PayPal,electronics,4,29,Lake Karenbury,tablet,0,118,13,2024,2,14
17.5,PayPal,toys & games,2,61,Tyronemouth,desktop,0,91,16,2024,4,3
76.36,debit card,electronics,2,35,East Ericbury,tablet,0,149,7,2024,4,6
149.27,credit card,home & garden,3,27,Jasonbury,tablet,0,306,13,2024,1,17
87.92,bank transfer,clothing,4,29,South Davidfurt,desktop,0,112,12,2024,2,24
10.63,credit card,home & garden,3,41,South Joseph,mobile,0,305,15,2024,3,13
364.23,credit card,clothing,1,27,Port Robertborough,desktop,0,344,1,2024,3,7
303.3,PayPal,home & garden,1,49,West Christinaview,desktop,0,285,14,2024,3,31
129.09,bank transfer,toys & games,3,28,Dannyland,mobile,0,85,5,2024,2,11
213.32,credit card,health & beauty,5,22,Byrdview,tablet,0,305,11,2024,3,8
25.57,credit card,toys & games,5,39,Charlesport,mobile,0,182,13,2024,3,12
128.63,bank transfer,electronics,2,40,Davidland,desktop,0,54,2,2024,2,13
145.56,PayPal,clothing,4,48,Andrewhaven,desktop,0,39,11,2024,3,3
210.4,credit card,electronics,2,45,East Jacqueline,tablet,0,328,15,2024,2,23
160.33,PayPal,clothing,5,26,Vegafort,desktop,1,17,1,2024,2,19
257.75,PayPal,health & beauty,2,21,East Scott,tablet,0,43,18,2024,3,8
412.99,bank transfer,clothing,3,25,Markstad,tablet,0,345,11,2024,1,22
366.72,credit card,clothing,5,20,Port Christineton,desktop,0,284,23,2024,3,31
392.11,credit card,clothing,5,40,Christophermouth,tablet,0,285,11,2024,2,22
1108.36,debit card,toys & games,1,23,Katherinestad,desktop,0,213,5,2024,2,20
10.99,bank transfer,toys & games,3,34,Smithtown,desktop,0,343,22,2024,3,3
94.29,bank transfer,clothing,5,35,Jesseborough,tablet,0,79,9,2024,1,28
142.98,bank transfer,electronics,4,47,Conwaychester,mobile,0,214,11,2024,3,14
16.94,credit card,home & garden,3,35,New Marcusfort,mobile,0,98,6,2024,2,13
409.46,credit card,home & garden,5,33,North Shawn,mobile,0,59,0,2024,3,17
237.08,PayPal,toys & games,5,30,Lake Nicholas,desktop,0,248,1,2024,1,21
576.72,bank transfer,toys & games,5,34,Samanthashire,desktop,0,106,7,2024,1,5
144.46,credit card,toys & games,2,36,Ravenborough,mobile,0,1,6,2024,3,16
110.63,debit card,electronics,5,31,Port Elizabeth,desktop,0,230,13,2024,1,13
259.56,PayPal,electronics,5,56,Lake Cassiehaven,tablet,0,350,17,2024,1,5
111.75,credit card,home & garden,3,14,Lake Daniel,desktop,0,22,8,2024,3,26
20.18,credit card,electronics,5,29,Randyside,tablet,0,305,13,2024,1,9
194.43,debit card,clothing,5,28,Port Brianton,mobile,0,26,19,2024,3,23
287.77,PayPal,electronics,3,41,Robertsfurt,mobile,0,118,12,2024,2,15
305.13,bank transfer,electronics,5,26,Heathstad,desktop,0,18,13,2024,2,22
583.12,credit card,home & garden,5,28,Lake Mark,desktop,0,115,23,2024,3,7
63.11,bank transfer,home & garden,2,28,Millerland,mobile,0,97,5,2024,1,4
99.93,debit card,electronics,3,32,Port Alyssachester,mobile,0,46,15,2024,2,13
265.99,PayPal,home & garden,1,28,North Brian,tablet,1,271,22,2024,3,18
140.23,PayPal,electronics,1,14,Williamsbury,tablet,0,186,8,2024,3,14
208.34,debit card,electronics,1,39,New Steventown,desktop,0,20,18,2024,2,9
221.54,credit card,electronics,5,34,West Nicole,mobile,0,149,19,2024,4,4
513.98,credit card,home & garden,2,47,East Rachelhaven,tablet,0,263,3,2024,1,23
123.12,PayPal,electronics,4,58,Wrightfort,desktop,0,119,8,2024,1,23
272.9,bank transfer,clothing,4,26,Gallowayport,mobile,0,287,15,2024,1,14
1402.65,bank transfer,clothing,5,28,North Darren,desktop,1,18,16,2024,1,13
161.07,debit card,toys & games,3,30,New Madison,tablet,0,274,21,2024,4,4
34.72,credit card,electronics,5,50,North Steve,mobile,0,10,13,2024,4,5
439.7,credit card,electronics,1,38,East Natalie,desktop,0,149,4,2024,1,5
111.04,bank transfer,electronics,2,32,Francisfort,mobile,0,18,6,2024,3,13
150.19,credit card,clothing,1,20,Rodriguezland,tablet,0,260,22,2024,1,12
327.07,bank transfer,toys & games,3,26,Kennethtown,mobile,0,124,22,2024,1,7
2311.0,credit card,health & beauty,3,29,New Cynthiabury,desktop,1,17,3,2024,1,2
23.93,bank transfer,clothing,5,30,Aaronburgh,tablet,0,187,15,2024,1,16
274.38,PayPal,toys & games,4,36,Port Betty,mobile,0,155,18,2024,3,26
306.02,PayPal,clothing,2,26,South Keithville,desktop,0,292,19,2024,1,1
10.06,credit card,health & beauty,2,23,Daniellemouth,tablet,1,166,14,2024,3,27
171.44,debit card,health & beauty,1,27,Simonborough,mobile,0,257,15,2024,3,11
10.56,credit card,toys & games,1,20,Port Brandonhaven,tablet,0,195,19,2024,2,22
34.68,credit card,health & beauty,1,47,West Tiffanymouth,tablet,0,32,14,2024,1,9
310.16,PayPal,toys & games,4,36,Shawnland,desktop,0,353,19,2024,3,23
386.6,bank transfer,health & beauty,4,53,Erinberg,desktop,0,314,23,2024,3,12
165.76,PayPal,toys & games,2,29,Makaylabury,desktop,1,23,11,2024,4,6
82.89,bank transfer,electronics,3,36,Elizabethmouth,mobile,0,250,19,2024,1,25
312.3,credit card,health & beauty,5,24,Port Matthew,tablet,0,94,1,2024,3,12
75.41,credit card,health & beauty,3,47,Port Laura,desktop,0,105,8,2024,3,5
25.17,PayPal,health & beauty,3,29,Smithtown,desktop,0,31,5,2024,1,7
18.75,PayPal,home & garden,1,54,Cookton,tablet,0,1,21,2024,2,1
10.0,PayPal,toys & games,4,29,East Mary,mobile,0,198,20,2024,1,6
45.92,PayPal,clothing,4,48,Shannonport,tablet,0,356,14,2024,3,21
228.31,credit card,electronics,4,41,East Melindaville,mobile,0,156,5,2024,3,1
80.37,bank transfer,home & garden,3,45,Brownchester,mobile,0,129,15,2024,1,16
40.84,PayPal,electronics,5,35,Jasonchester,tablet,0,256,1,2024,3,7
179.14,PayPal,electronics,2,58,North Shanestad,mobile,0,352,4,2024,2,28
275.69,bank transfer,electronics,4,41,Walkerfurt,desktop,0,273,8,2024,3,30
126.35,debit card,electronics,5,25,Dustintown,desktop,0,104,8,2024,4,6
652.03,PayPal,clothing,4,29,Lake Markstad,mobile,1,286,0,2024,2,16
212.26,PayPal,electronics,5,37,Tammyside,mobile,0,220,14,2024,1,23
16.2,credit card,toys & games,1,31,Khanstad,tablet,0,180,2,2024,1,3
43.96,PayPal,health & beauty,3,39,Port Alejandro,desktop,0,364,13,2024,1,11
90.07,bank transfer,health & beauty,2,13,Port Erica,mobile,0,83,1,2024,2,12
15.14,PayPal,clothing,2,21,Ortegaland,desktop,0,94,19,2024,3,21
494.57,bank transfer,clothing,3,41,West Kerrichester,mobile,1,354,5,2024,1,15
19.46,debit card,health & beauty,3,40,Keithville,mobile,0,16,2,2024,3,7
157.25,debit card,clothing,4,26,Michaelshire,desktop,0,346,14,2024,2,19
59.24,debit card,health & beauty,1,20,Reginahaven,mobile,0,321,9,2024,1,15
517.76,bank transfer,home & garden,4,40,Port Wendyview,desktop,0,198,20,2024,3,5
953.0,PayPal,health & beauty,4,30,Erinburgh,mobile,1,15,13,2024,3,29
47.68,debit card,home & garden,1,22,Lauramouth,mobile,0,254,8,2024,3,19
322.39,debit card,home & garden,3,12,Gainesmouth,tablet,0,221,22,2024,1,26
60.66,PayPal,home & garden,2,37,East Ericmouth,mobile,0,108,7,2024,2,24
13.64,credit card,clothing,5,34,Benjaminport,desktop,0,269,12,2024,2,23
145.32,credit card,clothing,1,41,Mosston,mobile,0,4,8,2024,3,9
134.38,PayPal,electronics,5,43,Maryborough,tablet,0,196,5,2024,2,25
15.35,bank transfer,clothing,3,37,Kevinberg,tablet,0,255,15,2024,2,7
111.29,debit card,electronics,3,29,Charlesside,tablet,0,160,7,2024,4,2
137.61,debit card,health & beauty,2,41,South James,mobile,0,218,23,2024,1,10
80.66,debit card,toys & games,5,31,Megantown,mobile,0,288,21,2024,2,3
182.45,PayPal,electronics,2,46,Juliebury,tablet,0,84,8,2024,3,20
41.09,bank transfer,toys & games,3,25,Romanberg,mobile,0,92,10,2024,1,6
125.18,bank transfer,home & garden,2,18,West Megan,tablet,0,295,18,2024,2,21
200.56,credit card,clothing,1,36,Oscarborough,desktop,0,251,2,2024,1,6
137.98,bank transfer,toys & games,2,37,Hawkinshaven,mobile,0,277,18,2024,3,22
210.75,bank transfer,home & garden,1,43,South Eric,desktop,0,226,5,2024,1,28
714.09,PayPal,electronics,3,37,Melissashire,desktop,0,75,6,2024,1,27
52.56,PayPal,electronics,3,38,Port Stephenfort,tablet,0,203,12,2024,1,14
102.56,PayPal,home & garden,4,26,Cameronland,desktop,0,241,23,2024,1,20
555.7,credit card,clothing,3,41,New Nicholas,desktop,0,307,8,2024,2,8
3435.15,PayPal,toys & games,2,56,New Jamiehaven,tablet,1,162,3,2024,2,9
53.39,bank transfer,electronics,4,32,South Robert,mobile,0,361,21,2024,1,5
336.92,PayPal,electronics,1,33,West Tylertown,desktop,0,206,1,2024,1,1
19.29,credit card,health & beauty,5,40,Raymondfurt,tablet,0,353,19,2024,2,11
89.67,PayPal,home & garden,1,50,Arnoldland,tablet,1,14,3,2024,3,15
82.63,credit card,clothing,4,34,Padillaport,mobile,0,228,0,2024,2,17
93.12,debit card,toys & games,4,36,Danielfurt,mobile,0,242,19,2024,1,25
85.35,debit card,home & garden,2,33,Port Robertshire,mobile,0,151,6,2024,1,15
77.39,debit card,clothing,2,38,South Denise,tablet,0,174,14,2024,3,26
38.91,bank transfer,electronics,3,26,Greeneland,desktop,0,223,0,2024,3,21
33.97,credit card,electronics,1,25,Lake Kenneth,mobile,0,311,17,2024,4,2
96.26,debit card,clothing,2,45,Harrellton,desktop,0,342,17,2024,1,6
120.54,PayPal,clothing,3,47,South Brian,desktop,0,310,20,2024,3,7
87.84,PayPal,home & garden,5,36,South Christinehaven,tablet,0,339,23,2024,4,3
124.17,PayPal,health & beauty,4,45,Lake Jeremyside,mobile,0,132,6,2024,1,28
271.95,debit card,toys & games,3,44,North James,desktop,0,6,14,2024,2,28
19.9,PayPal,clothing,4,46,Lake William,tablet,0,158,19,2024,3,29
104.36,PayPal,clothing,4,61,Lake Robert,mobile,0,241,9,2024,2,26
365.23,credit card,health & beauty,1,34,New Matthew,tablet,0,89,2,2024,1,20
162.17,PayPal,toys & games,3,36,Michaelshire,mobile,0,151,9,2024,2,13
81.34,bank transfer,toys & games,3,48,North Jacob,desktop,0,288,16,2024,1,20
323.29,debit card,toys & games,5,32,Lisatown,mobile,0,212,21,2024,2,23
344.2,debit card,toys & games,5,39,Lake Feliciamouth,desktop,0,74,8,2024,3,21
1629.85,debit card,home & garden,3,73,South Corystad,desktop,1,305,21,2024,4,1
41.5,PayPal,toys & games,1,42,Pughburgh,tablet,0,90,22,2024,2,11
20.95,PayPal,electronics,3,27,Morseshire,mobile,0,295,21,2024,3,4
58.29,PayPal,clothing,1,31,West Jacquelineville,tablet,0,365,16,2024,2,20
60.46,PayPal,electronics,2,46,East Danielle,desktop,0,306,5,2024,1,24
59.17,debit card,clothing,5,39,South Josephfort,desktop,0,296,6,2024,3,4
96.85,credit card,health & beauty,3,28,Port Ricky,tablet,0,254,9,2024,1,5
13.67,PayPal,health & beauty,3,29,Kimton,mobile,0,190,18,2024,3,21
21.21,credit card,home & garden,2,36,New Courtney,desktop,0,166,12,2024,4,6
90.91,debit card,home & garden,5,46,North Shellyview,tablet,1,24,7,2024,1,9
301.77,bank transfer,home & garden,2,44,South Kathryntown,mobile,1,29,1,2024,3,4
23.62,PayPal,electronics,3,48,West Christinehaven,desktop,0,134,6,2024,3,26
363.16,credit card,electronics,3,50,Ginaport,mobile,0,250,13,2024,4,3
47.24,PayPal,health & beauty,2,39,South Kimberlyshire,tablet,0,47,10,2024,2,22
891.55,bank transfer,health & beauty,5,25,Port Margaret,desktop,1,311,3,2024,2,18
38.97,debit card,health & beauty,2,31,South Laurie,tablet,0,224,21,2024,3,12
316.31,debit card,electronics,5,24,Kiddville,desktop,0,57,12,2024,2,24
34.85,bank transfer,electronics,1,39,Dickersonland,tablet,0,72,5,2024,2,22
694.03,PayPal,electronics,1,15,North Evan,tablet,0,318,4,2024,2,25
245.41,PayPal,electronics,1,23,New Tylerhaven,mobile,0,215,18,2024,2,8
411.14,PayPal,toys & games,1,34,West Danielside,tablet,0,5,18,2024,3,10
32.89,bank transfer,toys & games,1,24,East Thomas,desktop,0,136,10,2024,1,17
1070.95,debit card,toys & games,5,50,Huffberg,desktop,0,172,2,2024,3,20
329.58,PayPal,home & garden,4,41,Port Adrian,desktop,0,225,20,2024,3,8
347.91,credit card,health & beauty,2,37,East Rachel,desktop,0,260,7,2024,2,29
215.19,bank transfer,home & garden,5,45,Petertown,mobile,0,347,11,2024,3,23
396.13,PayPal,home & garden,5,36,Clarkehaven,mobile,0,157,1,2024,1,13
140.44,PayPal,health & beauty,5,27,East Robert,tablet,0,150,4,2024,1,3
730.64,PayPal,health & beauty,2,33,Lake Jackborough,desktop,0,238,0,2024,1,1
731.97,PayPal,toys & games,4,36,Amandaton,mobile,0,296,4,2024,3,9
408.46,debit card,electronics,2,40,Port Matthewton,mobile,0,14,16,2024,2,10
19.53,debit card,electronics,4,35,Hardyhaven,mobile,0,235,6,2024,3,8
73.34,PayPal,home & garden,3,28,Collinshaven,mobile,0,108,21,2024,2,28
36.54,PayPal,toys & games,1,15,Sethfort,tablet,0,322,19,2024,1,14
252.7,credit card,toys & games,1,43,Deannaburgh,mobile,0,203,19,2024,2,17
35.98,credit card,toys & games,2,27,Port Debra,mobile,0,155,15,2024,2,9
70.81,bank transfer,electronics,5,30,East David,mobile,0,127,10,2024,1,19
49.1,credit card,electronics,5,39,Dennisburgh,mobile,0,257,6,2024,3,25
1104.57,debit card,health & beauty,1,33,Bennettmouth,desktop,0,63,5,2024,2,2
107.41,bank transfer,toys & games,5,27,North Lauren,mobile,0,25,0,2024,3,1
734.11,bank transfer,electronics,1,35,Port Jeremyville,tablet,0,206,7,2024,4,2
21.56,PayPal,toys & games,2,31,Lake Eric,tablet,0,16,2,2024,1,23
512.61,credit card,clothing,3,44,South Susanview,tablet,0,329,4,2024,1,4
193.33,credit card,clothing,5,24,Garciaside,desktop,0,217,23,2024,3,1
483.2,PayPal,electronics,5,37,East Stevenborough,mobile,0,236,2,2024,3,12
380.13,debit card,home & garden,4,38,Burnsmouth,mobile,0,84,16,2024,2,26
238.08,bank transfer,health & beauty,4,22,South Ernestburgh,tablet,0,1,12,2024,3,27
105.77,credit card,electronics,2,28,Stevenmouth,mobile,0,171,4,2024,1,29
297.54,PayPal,home & garden,5,36,New Kevin,tablet,0,138,1,2024,1,23
516.83,PayPal,clothing,1,29,Dawnfort,mobile,0,173,3,2024,4,1
31.04,PayPal,electronics,2,44,Martinezmouth,tablet,0,231,12,2024,3,20
136.38,debit card,toys & games,1,33,Port Kimberlymouth,tablet,0,63,20,2024,2,17
151.8,debit card,home & garden,2,55,Frederickside,tablet,0,238,16,2024,3,13
237.7,bank transfer,clothing,2,24,Hodgesberg,tablet,0,224,21,2024,3,31
591.17,debit card,home & garden,1,46,Mirandaton,tablet,0,59,6,2024,4,2
388.44,PayPal,electronics,2,35,Carmenshire,mobile,0,272,9,2024,1,4
131.87,bank transfer,electronics,2,42,Castillohaven,mobile,0,102,6,2024,3,22
118.17,debit card,clothing,3,29,New Sherryberg,mobile,0,234,14,2024,1,8
379.91,debit card,home & garden,3,29,New Josephfurt,mobile,0,357,23,2024,2,29
120.38,PayPal,electronics,2,23,Martinchester,mobile,0,176,19,2024,3,27
128.24,PayPal,toys & games,5,28,Danielstad,mobile,0,301,8,2024,1,15
358.05,debit card,home & garden,3,33,North Michaelberg,mobile,0,334,1,2024,2,10
59.27,PayPal,home & garden,3,33,Dawnhaven,desktop,0,216,6,2024,2,3
170.16,PayPal,clothing,3,43,Jermainechester,mobile,0,295,6,2024,3,30
306.96,bank transfer,electronics,3,38,West Alexandriafurt,desktop,0,322,18,2024,2,1
705.94,bank transfer,health & beauty,4,29,Christopherport,mobile,0,123,22,2024,1,3
160.57,debit card,home & garden,3,32,Mooreborough,mobile,0,193,23,2024,1,3
52.86,PayPal,health & beauty,2,30,Powellville,desktop,0,162,14,2024,1,6
171.03,debit card,electronics,2,42,Hernandezside,mobile,0,100,0,2024,3,6
443.01,PayPal,electronics,5,24,Kingberg,desktop,0,188,8,2024,1,1
202.4,PayPal,toys & games,1,32,New Daniel,desktop,0,249,1,2024,2,3
77.2,bank transfer,home & garden,5,42,Millerhaven,tablet,0,156,23,2024,3,19
63.2,bank transfer,home & garden,2,33,New Nathanland,tablet,0,334,23,2024,2,24
420.76,credit card,electronics,5,38,Brianburgh,desktop,0,315,3,2024,3,25
543.05,bank transfer,toys & games,1,37,East Dianachester,tablet,0,105,7,2024,2,3
364.21,bank transfer,clothing,5,24,South Jessica,desktop,0,210,2,2024,1,30
49.92,credit card,home & garden,2,36,Lake James,desktop,0,65,18,2024,4,1
94.42,debit card,health & beauty,2,30,Hendersontown,tablet,0,365,21,2024,3,2
301.51,bank transfer,home & garden,1,41,East Brianfort,mobile,0,300,15,2024,2,4
13.0,debit card,toys & games,5,35,Pierceburgh,tablet,0,280,12,2024,2,1
20.73,bank transfer,electronics,1,51,Tashafort,mobile,0,87,10,2024,2,28
88.66,bank transfer,health & beauty,4,24,Port Gracemouth,tablet,0,166,2,2024,2,26
577.28,debit card,electronics,5,27,Karachester,desktop,0,268,23,2024,3,15
197.09,debit card,home & garden,1,31,Wilkinsonstad,mobile,0,171,17,2024,1,4
243.08,debit card,clothing,3,46,Port Sherry,tablet,0,145,16,2024,3,28
263.19,debit card,toys & games,5,30,New Chadfort,mobile,0,304,13,2024,3,1
449.35,debit card,toys & games,1,30,Alejandrashire,mobile,1,104,4,2024,1,8
525.27,bank transfer,home & garden,5,30,North Denisetown,tablet,0,234,3,2024,3,17
100.98,bank transfer,health & beauty,1,37,South Shanefurt,desktop,0,152,15,2024,4,2
163.91,debit card,electronics,3,33,Weissburgh,mobile,0,183,1,2024,1,4
28.05,PayPal,toys & games,5,25,Emilyview,desktop,0,63,23,2024,4,4
72.7,PayPal,clothing,4,30,Port Joelfurt,tablet,0,18,17,2024,3,23
125.5,debit card,electronics,4,25,Port Codyview,desktop,0,216,10,2024,2,20
143.58,bank transfer,clothing,5,34,East Alexander,desktop,0,122,18,2024,2,19
50.2,debit card,home & garden,2,32,New Christianshire,tablet,0,92,1,2024,1,20
61.18,PayPal,electronics,2,33,Stephaniebury,mobile,0,222,10,2024,1,21
168.67,PayPal,home & garden,1,47,South Gregory,mobile,0,323,1,2024,4,3
149.83,credit card,health & beauty,2,26,South Traceyborough,desktop,0,184,20,2024,3,7
282.57,bank transfer,toys & games,1,37,Port Megan,desktop,0,56,3,2024,1,22
25.92,bank transfer,clothing,2,21,Keithshire,tablet,0,357,18,2024,1,13
488.67,debit card,home & garden,4,43,North John,desktop,0,342,14,2024,3,22
365.31,credit card,toys & games,2,43,Wilsonton,mobile,0,108,22,2024,3,2
107.35,PayPal,health & beauty,3,46,West John,desktop,0,297,11,2024,1,25
65.12,bank transfer,health & beauty,1,51,West Jasonton,tablet,0,25,19,2024,2,11
212.37,PayPal,clothing,1,30,Smithshire,mobile,0,192,4,2024,2,28
93.95,bank transfer,health & beauty,2,51,Bernardberg,tablet,0,303,10,2024,3,29
126.55,credit card,health & beauty,5,30,New Eric,tablet,0,119,16,2024,1,25
89.93,PayPal,clothing,3,53,Whiteville,mobile,0,225,21,2024,1,16
222.73,bank transfer,health & beauty,3,32,Walkermouth,tablet,0,317,13,2024,2,3
585.09,bank transfer,clothing,2,30,Lisaland,mobile,0,254,1,2024,2,21
270.84,PayPal,clothing,5,22,Rochaton,desktop,0,7,9,2024,1,26
20.72,debit card,toys & games,5,53,East Richard,desktop,0,327,13,2024,1,1
252.17,bank transfer,electronics,5,29,West Kristinatown,mobile,0,290,2,2024,2,6
156.58,bank transfer,clothing,1,31,Ruizland,tablet,0,302,9,2024,3,11
46.74,bank transfer,electronics,3,30,Michellemouth,desktop,0,19,0,2024,1,26
